GephiData
idItem,date,client,usercategory,profile,location,typeTrans,amount,balance,clientB,profileB,locationB,balanceB,Class,suspicious
442,2013-11-15 04:10:56,C1890822298,2,1,1,2,10352.97,10481.33,null,null,null,0.00,0,0
443,2014-01-27 13:58:27,C1404085643,2,1,3,5,22320.51,20655.63,C1701695628,2,0,26871.42,0,0
445,2013-10-31 10:41:43,C1264804625,2,1,4,5,5135.77,30760.73,C475815139,1,0,27796.24,0,0
447,2013-09-16 20:39:21,C2146108542,3,2,0,3,60374.19,59663.26,F313972303,2,0,119742.55,3,1
449,2013-10-17 06:06:33,C1113405264,2,2,2,4,56946.55,29903.43,C1277534455,2,2,46034.73,0,0
450,2014-01-01 18:07:22,C351184092,1,1,5,3,6269.35,19993.76,C332394734,1,5,32281.37,0,0
451,2013-09-23 08:55:49,C527082038,1,1,0,4,7554.50,30923.54,F57527900,2,0,9854.61,2,1
454,2014-01-19 08:37:35,C445377745,3,1,4,5,27086.32,8015.91,C2009216200,2,6,9200.02,0,0
455,2013-10-24 16:01:26,C1331891870,2,1,2,3,7338.56,9383.53,C980737731,1,0,8442.38,0,0
456,2013-11-10 02:12:10,C740605477,1,1,0,4,25793.25,11227.15,C266110371,2,0,16971.16,0,0
458,2013-10-30 22:59:06,C538471155,1,1,5,5,1336.19,30414.44,C1107785224,2,1,13574.97,0,0
459,2014-02-03 09:21:40,C1638562468,3,1,5,4,16412.25,12715.27,C1978644499,1,2,8146.58,0,0
460,2013-11-28 10:47:55,C1915731411,1,2,1,4,25006.81,62150.24,F1370110463,2,2,124568.13,3,1
463,2013-09-28 08:37:25,C1090724759,3,1,0,3,12664.86,14277.58,C1979793634,1,0,19021.44,0,0
464,2014-01-17 07:03:15,C1420094939,1,1,0,4,25700.11,9519.05,C60292764,2,0,11504.19,0,0
466,2013-11-02 22:12:32,C1850345548,3,1,0,3,327.69,7812.02,C280876206,1,0,32909.07,0,0
469,2014-01-05 23:39:25,C1306846918,4,1,6,3,16997.99,29508.53,C419084737,1,1,32518.22,0,0
470,2013-12-22 18:36:36,C2068808719,2,2,0,4,46692.13,107181.85,F1732672958,2,1,100112.37,2,1
471,2014-01-30 06:17:24,C857987316,2,1,5,5,2845.39,12161.47,F1360814716,2,6,474.55,1,1
472,2013-09-15 03:36:13,C1821448086,1,1,6,5,17220.67,9945.55,C573986900,1,2,10944.75,0,0
474,2013-09-07 12:05:21,C52340579,2,1,4,4,4831.46,695.28,C2104208232,1,4,6470.37,0,0
478,2013-09-01 01:27:28,C511887151,4,2,0,3,64596.99,34121.17,C962844101,1,0,7504.39,0,0
479,2013-09-27 05:20:03,C65760838,1,1,0,4,13596.70,24687.88,C1931575354,1,0,8051.86,0,0
480,2013-09-21 20:38:24,C1023938876,2,2,3,1,72719.33,53424.63,null,null,null,0.00,0,0
481,2013-11-13 21:28:43,C130056570,1,1,0,2,15437.24,7102.65,null,null,null,0.00,0,0
482,2013-11-11 01:04:12,C1508789478,3,1,1,1,840.02,20322.48,null,null,null,0.00,0,0
485,2014-02-03 12:13:18,C1724500127,3,1,0,5,34691.22,9570.62,C1242802414,1,0,24181.23,0,0
486,2014-02-02 05:29:11,C1331779205,3,1,0,5,27697.57,8096.69,C397205682,1,6,368.41,0,0
487,2014-02-05 03:37:54,C1839931055,1,1,5,1,6985.54,2392.46,null,null,null,0.00,0,0
488,2013-11-12 01:01:23,C1625484467,1,1,0,2,986.02,25843.53,null,null,null,0.00,0,0
490,2013-12-09 07:24:36,C877891686,3,2,5,1,40674.16,90138.88,null,null,null,0.00,0,0
491,2014-01-19 12:33:47,C1864129508,1,2,3,5,95884.86,138557.69,C138805975,1,4,63300.89,0,0
493,2013-11-25 05:31:53,C1261953562,4,2,0,4,75093.08,50414.02,C1093546667,2,4,7941.54,0,0
496,2013-09-15 16:58:00,C813856187,3,1,5,4,12281.96,28330.04,C1440552251,1,3,4675.48,0,0
497,2013-09-09 10:11:02,F426448626,1,2,2,2,91335.83,15263.93,null,null,null,0.00,1,1
498,2013-09-01 07:17:42,C2052683410,4,1,6,5,2205.01,10538.63,F426448626,2,2,3623.68,3,1
499,2014-01-17 03:37:21,C2063961084,4,2,2,5,68375.48,100272.81,C1914023666,1,2,68870.78,0,0
502,2013-09-06 07:48:59,C1514680435,1,1,0,4,32138.11,2702.38,C999922892,1,3,30625.07,0,0
503,2014-01-02 02:58:44,C969586702,4,1,2,3,17452.47,6364.46,C293891347,1,0,1839.26,0,0
504,2014-01-14 21:04:04,C187598510,4,1,3,4,18615.63,26638.08,C963172827,1,3,15336.12,0,0
505,2013-09-12 06:41:05,C1935907414,1,1,1,5,13157.01,1157.81,C587389090,1,0,3759.89,0,0
507,2013-10-17 21:19:39,C1196954501,3,1,0,2,22920.95,16330.27,null,null,null,0.00,0,0
508,2013-12-06 04:30:13,C948473278,1,1,1,5,19129.95,31921.85,C480779844,1,1,15373.52,0,0
510,2014-01-01 03:59:53,C1310603862,1,1,1,4,28406.19,5343.16,C1194486337,1,2,31221.14,0,0
513,2013-10-04 17:41:12,C1183263550,1,1,1,4,3767.56,3717.35,C283894520,1,0,27450.68,0,0
514,2013-11-17 20:34:43,C432033555,2,1,0,1,4535.42,5606.02,null,null,null,0.00,0,0
517,2014-02-17 08:58:18,C1751432579,4,1,4,2,8799.86,2768.95,null,null,null,0.00,0,0
520,2014-01-02 10:28:24,C1242802414,4,2,1,3,3433.43,126920.02,F1370110463,2,2,1272.66,1,1
524,2013-10-26 03:27:14,F1456879531,1,2,2,2,1673.87,79899.11,null,null,null,0.00,3,1
525,2014-02-02 11:28:52,C541962468,3,1,5,4,17265.11,33029.19,C1381598156,1,2,24150.21,0,0
526,2014-02-24 16:07:43,C329449399,1,1,6,4,10219.92,17716.13,C2094896037,2,5,15793.91,0,0
527,2013-10-04 04:54:39,C1574352634,2,2,0,3,32013.59,9146.34,C937378889,1,0,129481.65,0,0
528,2014-01-29 13:47:37,C230046277,4,1,1,2,18904.28,3622.05,null,null,null,0.00,0,0
531,2013-11-21 16:41:38,C2024732986,3,1,3,3,8038.93,1259.39,C370210720,2,4,10251.04,0,0
532,2013-10-17 22:22:14,C1324303345,2,1,0,3,12071.17,4254.73,C795887429,1,4,16430.62,0,0
534,2013-10-30 13:17:47,C905294532,1,1,0,2,9731.53,14054.89,null,null,null,0.00,0,0
535,2014-02-27 19:51:46,C1392999621,4,1,1,2,11659.25,27992.93,null,null,null,0.00,0,0
538,2014-02-05 11:39:30,C1809290552,2,1,0,3,32046.60,29835.49,C2147366354,1,0,25737.37,0,0
539,2013-09-13 03:49:48,C891860855,4,1,0,5,4703.87,28380.31,C1174483670,1,0,27498.02,0,0
540,2013-12-17 12:39:00,C187598510,4,1,3,4,33867.48,29229.92,F242991609,2,4,33917.21,1,1
541,2014-02-10 21:21:20,C1919275125,2,1,0,4,10831.20,33739.55,C676188939,1,1,28798.45,0,0
542,2013-12-19 11:23:28,C1311634886,2,1,0,4,11238.28,19973.40,C1352327329,1,1,18685.19,0,0
543,2014-01-18 02:45:42,C2002565309,2,2,4,4,98890.62,66815.93,C1228838099,1,0,43714.02,0,0
544,2013-11-03 14:42:38,F1995382092,1,2,1,2,87207.80,31530.20,null,null,null,0.00,3,1
545,2013-11-16 20:44:54,C2063961084,3,1,0,3,27571.10,22675.10,C1594691056,1,1,27413.88,0,0
546,2014-03-02 00:18:10,C1512528585,2,1,3,2,22097.88,29965.55,null,null,null,0.00,0,0
548,2013-12-04 18:46:26,C1069842843,4,1,1,5,17985.89,19652.88,C46409837,1,1,3040.99,0,0
550,2013-09-12 13:58:06,C37023679,2,1,2,3,29387.63,1241.59,C1341177488,1,1,487.90,0,0
554,2013-12-13 03:55:21,F1263515253,1,2,6,2,21406.49,57986.70,null,null,null,0.00,2,1
556,2014-02-27 17:20:07,F1360814716,1,2,6,2,11958.75,114376.56,null,null,null,0.00,1,1
559,2014-01-02 05:28:01,C351390357,1,1,1,5,10381.37,11241.74,C1219978127,1,0,8107.43,0,0
560,2013-10-08 20:20:18,C85508018,3,1,5,2,30722.97,6410.99,null,null,null,0.00,0,0
561,2013-11-21 18:56:25,C160555154,3,2,0,5,109143.60,47564.30,C1175720751,1,0,86095.56,0,0
562,2013-09-22 22:46:44,C1507997106,3,1,0,4,9755.04,12877.90,C292661220,1,0,5650.13,0,0
568,2014-01-04 21:25:10,C1544556067,3,1,2,5,14980.03,27174.95,C1045067306,2,4,33128.10,0,0
571,2014-02-03 13:56:15,C927403042,1,1,1,2,13529.19,14646.17,null,null,null,0.00,0,0
572,2013-11-07 02:14:01,F1750866905,1,2,4,2,2558.30,14100.22,null,null,null,0.00,2,1
573,2013-10-07 23:49:34,C351390357,3,1,0,5,11676.22,13421.35,C1519657162,1,0,12846.14,0,0
575,2014-01-06 23:25:55,C625634317,1,1,0,4,8618.46,11250.67,C675970926,1,6,28532.57,0,0
577,2013-10-06 11:26:28,C807569456,2,1,6,3,33360.30,28946.44,F654804184,2,0,14561.58,1,1
578,2013-09-09 08:21:06,C131506806,3,1,0,2,15987.35,31206.59,null,null,null,0.00,0,0
580,2014-02-20 02:10:08,C1879678323,1,1,0,5,29812.32,26301.63,C275058964,1,0,22918.55,0,0
584,2013-12-17 08:35:08,C1638562468,3,1,5,3,25696.27,16572.53,F654804184,2,0,33729.30,3,1
585,2014-02-18 21:32:20,F1544896400,1,2,1,3,18958.81,118684.85,null,null,null,0.00,2,1
586,2013-11-03 05:57:29,C1508789478,4,1,1,4,34651.45,12015.66,C1280504141,1,0,5473.06,0,0
587,2013-12-10 09:17:25,C1908567469,4,1,0,1,30646.11,5398.58,null,null,null,0.00,0,0
589,2013-09-21 05:53:58,F1544896400,1,2,1,2,93399.77,3717.63,null,null,null,0.00,3,1
590,2014-03-07 20:01:11,C857987316,2,1,2,4,3603.93,27018.82,C1589652658,1,6,28832.17,0,0
591,2013-11-26 00:10:53,C2020706645,4,1,5,2,15103.09,682.48,null,null,null,0.00,0,0
592,2014-02-18 20:01:51,C1171514533,3,1,1,5,2624.61,14179.28,C1696857930,1,1,479.01,0,0
595,2014-02-05 09:25:00,F549088027,1,2,3,2,50646.94,73265.00,null,null,null,0.00,3,1
596,2013-10-30 06:35:16,C222086435,2,2,3,1,74876.09,122958.48,null,null,null,0.00,0,0
597,2013-12-07 22:33:27,C1292708304,3,1,1,4,25565.24,9556.28,C346072865,1,0,8996.92,0,0
600,2013-11-19 13:02:10,C1710188857,1,1,2,4,12396.50,1801.30,C1023534571,1,2,12917.58,0,0
601,2014-01-28 02:50:55,C2128571780,3,1,1,4,21051.53,29801.65,C1966583152,2,0,16998.40,0,0
605,2013-12-26 07:31:38,F1990234776,1,2,0,3,5341.21,48472.81,null,null,null,0.00,3,1
606,2013-12-12 19:18:33,C1599432265,2,1,1,4,29383.70,33873.88,F698858500,2,0,12480.15,2,1
608,2013-10-14 21:08:44,C1365188590,2,1,6,1,346.84,526.56,null,null,null,0.00,0,0
609,2013-11-03 08:09:53,C73594452,2,1,0,3,18727.27,11869.25,C1846172970,1,3,13338.94,0,0
611,2014-01-12 10:28:25,C1463709574,2,2,1,5,7984.74,31346.40,C1201534667,1,1,119239.23,0,0
612,2013-12-01 21:11:49,C351184092,1,1,6,4,22209.59,23176.64,F942175572,2,5,13869.98,1,1
615,2013-09-25 17:26:08,F2027837944,1,2,6,2,106738.14,116028.34,null,null,null,0.00,1,1
617,2013-11-30 07:28:48,F1360814716,1,2,6,2,44516.51,115069.56,null,null,null,0.00,3,1
618,2013-11-19 15:07:28,C339397807,2,1,6,3,31901.43,11971.90,C1191746604,1,1,22963.32,0,0
620,2014-02-02 08:57:11,C683776629,1,1,1,3,6975.67,21189.14,C701446263,1,1,9923.22,0,0
621,2014-01-24 08:36:13,C1029346755,4,1,1,4,26256.15,6635.26,C691528588,1,3,10228.65,0,0
623,2013-09-05 14:47:59,C398680597,2,1,3,1,4284.42,681.11,null,null,null,0.00,0,0
624,2013-10-01 22:55:45,C1529243941,2,1,3,3,32565.15,18934.24,C970011260,1,5,15219.04,0,0
626,2013-11-12 03:14:18,C352868539,2,1,1,4,23633.49,31439.24,C128594379,1,4,6705.92,0,0
628,2013-09-20 02:40:13,C348039182,3,1,0,3,23710.72,19742.22,C1090724759,1,0,9211.35,0,0
629,2014-01-10 17:35:10,C78595339,3,1,1,4,2705.08,3699.12,C2129858510,1,1,29753.42,0,0
634,2014-02-08 01:39:16,C737852970,4,1,1,3,4486.55,32998.19,C1591835100,1,0,30611.48,0,0
636,2014-01-09 18:46:40,F1487661142,1,2,5,2,78125.07,53877.45,null,null,null,0.00,1,1
639,2013-11-16 01:32:48,C1517825128,1,1,4,2,517.93,6111.76,null,null,null,0.00,0,0
641,2014-01-05 20:43:21,C674270306,4,1,0,3,31824.99,9770.47,C2039438366,1,0,9523.71,0,0
642,2013-10-02 18:22:35,C1435454091,1,2,1,3,37765.15,126894.22,F1732672958,2,1,78268.82,2,1
644,2013-12-21 04:37:53,C1385363490,1,1,5,3,6121.71,23842.21,C1266545338,1,5,7307.95,0,0
647,2014-03-08 23:06:09,C1501829614,3,1,1,3,2669.97,9355.00,C166488400,1,1,7514.67,0,0
649,2013-10-05 16:04:18,C1379060189,2,1,0,3,12832.93,16122.31,C241193138,1,0,22298.07,0,0
653,2014-01-10 08:53:14,F1732672958,1,2,1,4,12090.73,83480.18,null,null,null,0.00,3,1
654,2013-12-12 11:31:41,C1844302865,2,1,0,3,9798.91,8232.80,C89399976,1,6,32926.52,0,0
655,2014-02-20 13:39:25,C1331779205,3,1,0,4,28380.89,29257.47,C1459361227,1,0,33292.48,0,0
656,2013-10-13 12:44:09,C1463709574,3,1,5,3,14228.75,17236.84,C1347547758,1,4,13439.08,0,0
659,2013-10-26 13:55:59,C792543286,4,1,6,5,28713.54,4305.74,C1591344608,1,6,26949.87,0,0
660,2013-11-18 22:47:19,F845481037,1,2,3,2,41842.38,45772.93,null,null,null,0.00,2,1
661,2013-10-31 17:48:45,F1990234776,1,2,0,1,18970.88,31561.04,null,null,null,0.00,2,1
662,2013-09-21 03:32:56,C1875979551,4,1,6,5,20741.18,14661.20,C2123314734,1,3,648.97,0,0
664,2014-02-08 00:33:17,C1222988151,4,1,5,4,21202.28,20752.67,C2030814665,1,5,10491.93,0,0
665,2014-03-13 04:51:29,C1560478043,3,1,6,5,23754.72,19409.36,C1360814716,2,4,15981.04,0,0
666,2013-12-03 01:37:47,C1643229444,4,2,1,5,26470.86,136412.84,F1750866905,2,4,137440.93,2,1
667,2013-09-26 05:30:37,C1404085643,2,1,1,4,23926.54,9315.19,C538471155,1,1,15715.42,0,0
668,2013-10-10 03:07:41,C713209283,1,1,2,5,23889.81,13830.98,C1548931722,1,2,5759.51,0,0
669,2013-09-01 14:09:43,C1492842353,2,1,5,5,24703.50,4980.16,C855892949,1,4,13202.16,0,0
670,2014-01-26 01:19:48,C891860855,4,1,0,5,17756.18,13905.89,C2136594195,2,5,13803.03,0,0
671,2013-12-06 12:42:15,C1060999860,1,1,3,4,3544.50,22735.29,C221690582,1,3,25255.87,0,0
673,2014-01-22 19:05:48,C541033927,1,1,1,5,32694.85,28490.24,C1016423565,1,1,26901.70,0,0
676,2013-09-24 17:38:17,C1896806953,3,1,0,4,4022.71,13508.09,C1008378906,1,4,4414.67,0,0
677,2014-01-06 01:30:55,C222086435,2,2,3,1,123192.68,8366.59,null,null,null,0.00,0,0
680,2014-01-29 11:17:56,C44522351,2,1,3,5,28633.77,21624.25,F114342622,2,5,27344.00,1,1
682,2013-12-12 19:17:31,C1261953562,3,1,0,5,34634.18,17234.74,C342936204,1,0,26422.66,0,0
683,2014-02-27 04:34:04,C52340579,3,2,5,5,60380.05,51800.97,C1710188857,1,5,120479.75,0,0
684,2014-01-15 14:59:31,C677219620,3,1,6,3,15099.77,1202.86,C565175842,1,1,300.83,0,0
685,2014-03-17 15:11:54,C714831071,3,1,2,3,19637.34,31253.33,C248721841,1,4,25369.56,0,0
686,2013-11-11 17:31:20,C1581429108,4,1,6,4,21561.25,13344.43,C1720562267,1,1,13654.33,0,0
688,2013-10-15 19:59:21,C2068808719,2,2,0,4,46448.68,21004.93,C890613721,2,0,137989.26,0,0
689,2013-09-01 21:17:29,C475505206,3,1,0,2,23545.62,14593.00,null,null,null,0.00,0,0
690,2013-09-16 02:05:35,C1130542850,2,1,1,4,11008.13,625.07,C1995382092,1,0,28836.62,0,0
691,2014-01-20 10:04:56,C340449902,4,1,6,1,16517.86,31252.75,null,null,null,0.00,0,0
692,2013-11-08 01:56:52,C866780087,4,1,6,4,30925.93,6485.60,C1300763104,1,4,18408.81,0,0
693,2014-01-13 00:05:15,C1917088665,4,1,3,1,17798.44,17423.31,null,null,null,0.00,0,0
696,2013-12-06 04:25:13,C64963198,3,1,0,5,13723.01,8277.31,C1140064359,1,6,6474.32,0,0
697,2013-09-20 12:34:20,C1365707607,2,1,2,4,32716.05,8806.71,C1850345548,1,0,29115.92,0,0
698,2013-09-08 04:15:39,C456408629,4,2,4,3,133856.33,4224.53,C426448626,1,4,131012.59,0,0
699,2013-10-09 11:21:41,C1161209093,3,1,2,5,15059.59,10629.61,C2040742903,1,0,1787.17,0,0
700,2013-10-08 05:58:35,C1529243941,2,1,3,1,27599.16,1040.12,null,null,null,0.00,0,0
701,2014-02-24 00:16:32,C1496774047,4,1,2,4,22810.29,17527.00,C1480161420,1,2,25963.51,0,0
706,2013-09-02 09:06:01,C1849176639,4,1,1,3,19940.23,14705.88,F1399666708,2,6,5887.92,3,1
707,2014-02-26 08:23:08,C1925526898,1,2,0,4,47453.33,47835.04,C220421930,2,0,45721.31,0,0
708,2013-11-13 09:27:37,C511887151,1,1,1,5,11041.41,7137.78,C108971409,1,1,34667.11,0,0
711,2013-09-07 05:57:21,C2077028655,1,2,0,4,107791.70,56803.63,F1732672958,2,1,21642.19,2,1
712,2014-01-10 13:38:28,C426616968,2,1,1,4,24614.35,11020.16,C1191626674,1,0,33514.30,0,0
713,2013-11-24 08:10:06,C1290608126,2,1,0,2,33760.30,14992.66,null,null,null,0.00,0,0
714,2014-02-13 12:25:14,C280876206,2,1,0,1,4881.30,315.73,null,null,null,0.00,0,0
715,2013-09-08 01:37:11,C549088027,3,1,1,3,7597.70,25376.91,F907618129,2,0,27785.87,2,1
716,2014-02-04 05:06:56,C1515116871,4,1,1,5,572.81,26082.98,C249419668,1,1,30527.95,0,0
718,2013-10-08 02:46:28,C1290608126,1,1,0,4,28766.05,17481.53,C156143991,1,0,494.29,0,0
719,2014-02-24 03:18:32,C2077028655,1,1,0,4,27683.97,15205.37,C1438585100,1,0,27031.58,0,0
723,2014-01-11 08:18:45,C1454007677,3,1,0,5,13687.34,19599.89,C765037063,1,0,23251.52,0,0
724,2013-12-15 22:06:08,C1352616012,1,1,6,2,34745.93,33149.24,null,null,null,0.00,0,0
725,2014-01-31 12:04:06,C1012598604,1,1,2,5,15701.14,11287.42,C1194486337,1,2,4546.06,0,0
726,2013-10-22 18:43:03,C109842115,4,1,6,1,16026.14,19420.33,null,null,null,0.00,0,0
727,2013-10-14 02:06:57,C237017996,3,1,3,1,10999.17,34820.50,null,null,null,0.00,0,0
728,2013-12-01 11:57:00,C2135536423,3,1,0,5,12065.62,16244.11,C2131671326,1,4,11351.49,0,0
730,2014-01-27 20:52:48,C221690582,2,2,4,2,82467.90,116410.86,null,null,null,0.00,0,0
732,2014-02-21 22:58:22,C1553141166,4,1,6,2,19743.33,13967.95,null,null,null,0.00,0,0
734,2014-01-12 01:41:39,F2062912608,1,2,2,2,103377.76,59595.93,null,null,null,0.00,3,1
739,2014-01-24 20:51:23,C1171892581,3,1,0,4,15343.87,30131.39,C1958296246,1,1,26632.82,0,0
740,2013-10-31 14:26:19,C432033555,1,1,0,5,32078.21,22319.73,C607277233,1,0,11783.90,0,0
741,2014-01-11 17:40:33,C1358289683,2,2,5,2,53111.21,106826.56,null,null,null,0.00,0,0
745,2014-01-31 23:55:28,C541033927,1,1,1,4,33396.10,14435.89,C1954943281,1,1,5640.14,0,0
748,2013-11-09 17:11:06,F1911048516,1,2,4,2,35665.46,40781.64,null,null,null,0.00,3,1
749,2013-10-30 16:00:06,C1745512681,4,1,0,5,27768.27,7616.51,C2121738146,1,0,16563.83,0,0
750,2014-01-31 14:00:23,C2031280246,2,1,2,4,27797.30,13796.33,C1054733803,1,2,15083.37,0,0
752,2014-02-14 08:38:22,C37023679,4,1,3,1,20113.08,2000.53,null,null,null,0.00,0,0
753,2013-10-13 19:08:33,C597279351,4,1,1,4,4424.70,6868.78,C2083578524,1,5,4193.11,0,0
754,2013-09-26 19:53:21,C455038860,1,1,0,1,32937.92,8285.04,null,null,null,0.00,0,0
756,2013-11-06 12:31:52,C385827529,2,1,2,1,29660.62,15558.91,null,null,null,0.00,0,0
757,2014-01-14 06:25:30,F413887675,1,2,6,3,85452.15,85165.30,C993148324,2,6,75971.30,0,0
760,2014-01-26 18:24:14,C69533925,1,1,1,3,1284.62,2325.30,C458796487,1,0,21000.59,0,0
761,2014-01-26 05:19:45,C1842503658,2,1,0,5,10180.92,7585.68,C1944313684,2,0,6619.30,0,0
762,2013-09-19 00:55:19,C254764481,2,1,3,3,22237.34,3167.30,C839243882,1,3,25345.77,0,0
767,2013-12-12 13:56:48,C1880683456,2,2,1,5,100390.90,112087.37,C1896561093,1,1,21397.07,0,0
769,2013-10-31 09:08:40,C1242802414,3,1,3,4,20253.95,8247.69,C238798627,1,3,22139.71,0,0
770,2014-01-01 18:42:15,C1304578585,1,1,0,5,6956.69,16376.45,C2039438366,1,0,24401.70,0,0
771,2013-11-29 03:56:58,C844788033,3,1,3,2,10983.89,29273.87,null,null,null,0.00,0,0
772,2013-12-21 03:50:41,C1029346755,2,1,0,2,20697.07,18812.59,null,null,null,0.00,0,0
775,2013-10-28 05:52:31,C785238630,1,1,4,2,25915.04,22387.63,null,null,null,0.00,0,0
778,2014-02-14 01:47:56,C1849176639,2,1,0,4,17496.63,10480.09,C923301294,2,5,24947.37,0,0
780,2013-10-25 14:39:23,C281969267,4,1,1,5,1203.07,1130.58,C844796629,1,1,23010.16,0,0
781,2014-01-31 11:05:49,C1372291712,2,1,5,3,14544.01,14588.37,C2061470525,1,2,10898.72,0,0
782,2013-11-29 23:02:20,C596912073,1,1,2,5,23382.96,243.98,F2027837944,2,6,12638.55,3,1
783,2013-10-22 03:23:06,C977379734,4,1,6,4,27021.87,4086.68,C1341516062,1,6,15556.11,0,0
784,2014-02-27 16:23:17,C1925526898,4,1,0,5,764.80,2141.11,C1852634372,1,6,19711.23,0,0
785,2014-01-11 13:42:26,C108281132,4,1,5,2,5468.98,10919.09,null,null,null,0.00,0,0
786,2013-12-25 22:35:02,C257027272,4,1,4,4,15375.16,13809.46,C1715763240,1,2,1226.95,0,0
787,2013-11-21 18:28:23,C1358289683,2,2,5,1,115585.07,49772.51,null,null,null,0.00,0,0
789,2014-03-08 19:09:33,C1686223675,4,1,1,5,19607.91,8306.45,C2042180517,1,0,33727.14,0,0
792,2013-12-06 12:20:41,C1160732552,1,2,0,1,45770.28,79758.24,null,null,null,0.00,0,0
793,2013-10-17 13:50:33,C1173158081,4,2,0,4,9996.87,86281.37,C2139123028,1,0,88883.53,0,0
794,2013-10-22 00:16:07,C51056495,3,1,1,3,4611.59,14213.15,C791374319,1,0,15274.32,0,0
796,2014-02-06 22:10:30,C591666987,3,1,6,5,11838.97,6034.42,C795887429,1,5,11254.53,0,0
798,2013-10-14 02:31:39,C1495945878,2,1,0,5,32365.99,7440.00,C471116385,1,0,3301.55,0,0
803,2013-09-14 08:45:15,C531614434,1,1,5,2,4784.97,12983.16,null,null,null,0.00,0,0
804,2014-01-17 17:37:03,C632537781,1,1,1,4,30550.64,30778.55,C1643572386,1,0,2755.74,0,0
805,2013-11-23 17:17:59,C1370686578,3,1,1,5,12072.85,22055.59,C541923644,1,1,14027.18,0,0
809,2014-01-21 07:32:35,C276327391,1,1,0,4,31181.96,11023.80,C496179757,1,0,9494.50,0,0
810,2013-10-21 12:03:51,C426616968,3,1,1,4,23932.15,17844.69,C1775035922,1,1,12685.20,0,0
812,2013-11-10 03:07:13,C2002565309,2,1,2,5,3189.21,11161.78,C416453559,1,2,10109.95,0,0
813,2013-09-26 12:47:00,C1890822298,1,1,0,1,9465.32,20762.16,null,null,null,0.00,0,0
816,2013-09-27 20:50:03,C813856187,2,1,4,4,23932.15,8024.54,C638514564,1,4,33226.26,0,0
817,2013-09-21 18:06:16,F549088027,1,2,3,4,93189.25,57358.45,C1607120153,1,3,30206.31,0,0
818,2013-09-19 13:10:57,C866780087,4,1,6,5,2022.34,26435.08,C860333457,1,2,30066.01,0,0
820,2013-10-02 12:02:10,C2084305570,4,1,1,5,18248.40,27173.39,F1732672958,2,1,5150.11,3,1
821,2013-11-07 06:50:38,C1042670264,3,1,0,3,13867.88,14367.77,C654798821,1,0,20583.93,0,0
822,2013-10-24 12:55:57,C1060999860,2,1,2,3,8702.98,8169.31,C2001848302,1,1,9462.50,0,0
823,2013-11-13 02:13:30,C1292708304,3,1,1,2,3548.19,27729.71,null,null,null,0.00,0,0
826,2014-01-01 06:04:35,C1107785224,1,1,3,3,2701.62,26068.70,C999922892,1,6,10323.72,0,0
827,2013-11-25 11:48:46,C1389935330,2,1,1,4,1243.41,24001.96,C1998228836,1,0,5290.88,0,0
828,2013-11-04 20:14:23,C1869850105,3,1,0,2,34526.40,16759.93,null,null,null,0.00,0,0
830,2013-11-17 07:56:28,C607277233,1,1,0,4,28661.58,26765.46,C97661272,1,4,19251.38,0,0
831,2013-09-11 05:46:04,F1750866905,1,2,4,2,50471.04,34485.75,null,null,null,0.00,1,1
834,2013-11-14 19:22:16,F845481037,1,2,3,4,7408.88,110990.33,F2062912608,2,2,62386.56,1,1
837,2013-10-17 04:48:43,C1372291712,1,1,6,4,29408.99,4559.65,F283407368,2,1,26246.92,3,1
838,2013-11-28 16:42:54,C1472765500,4,1,0,4,30631.14,9979.39,C1368292213,1,3,826.41,0,0
839,2013-11-23 21:19:32,C51056495,1,1,3,2,31479.14,33014.39,null,null,null,0.00,0,0
840,2013-10-05 11:20:53,C1339437078,3,2,0,3,81021.95,29896.03,C339673901,1,1,41718.19,0,0
841,2013-11-30 07:41:54,C499331278,1,1,0,1,33649.32,34209.14,null,null,null,0.00,0,0
842,2013-10-16 10:08:04,C1581429108,2,1,5,5,14129.58,465.20,C194422133,1,4,10711.20,0,0
843,2013-12-20 20:16:31,C171802676,4,1,5,5,7367.43,29564.00,C844020311,1,0,17029.40,0,0
844,2013-09-04 08:52:36,F313972303,1,2,0,4,17211.92,74179.29,null,null,null,0.00,1,1
845,2013-12-26 20:12:14,C659416804,3,2,5,5,29651.14,84698.47,C778785766,1,1,137684.73,0,0
846,2013-11-14 04:01:26,C2069684245,2,1,3,5,28737.58,18389.87,C1434651961,1,3,17710.46,0,0
849,2013-11-05 12:23:11,C2058899377,2,1,4,3,30267.49,23452.43,C501902154,1,4,24222.49,0,0
851,2013-09-15 08:57:23,C861617804,2,1,3,5,31180.31,31921.00,C718773435,1,5,2714.78,0,0
854,2014-02-13 09:43:44,C497224280,1,1,3,5,24089.77,20192.98,F732069638,2,3,6485.09,1,1
856,2013-11-23 21:21:28,F855892949,1,2,3,2,31942.62,52655.52,null,null,null,0.00,3,1
858,2013-11-23 13:05:07,C426208012,3,2,0,4,124225.30,124756.14,C778785766,1,0,67533.31,0,0
859,2013-10-08 20:15:20,C297768791,3,1,3,2,23107.78,7534.62,null,null,null,0.00,0,0
860,2013-10-20 14:23:03,C541962468,1,1,4,3,4122.25,19682.18,F114342622,2,5,3870.86,1,1
862,2013-10-20 16:09:00,C890613721,4,2,3,3,33371.97,7536.73,C727892547,2,3,97533.05,0,0
